string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
655,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,?,HIGH,FALSE,FALSE,LOW,LOW,FALSE
656,FALSE,HIGH,HIGH,TRUE,HIGH,FALSE,NORMAL,FALSE,HIGH,NORMAL,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE
657,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,?,FALSE,LOW,FALSE,FALSE,NORMAL,LOW,FALSE
658,FALSE,HIGH,HIGH,FALSE,HIGH,?,NORMAL,FALSE,HIGH,HIGH,?,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
659,FALSE,NORMAL,HIGH,TRUE,HIGH,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,TRUE,FALSE,HIGH,NORMAL,FALSE
660,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,?,FALSE,HIGH,HIGH,FALSE,?,TRUE,FALSE,NORMAL,?,FALSE
661,FALSE,HIGH,HIGH,TRUE,HIGH,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
662,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,?,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE
663,FALSE,?,NORMAL,FALSE,NORMAL,FALSE,NORMAL,TRUE,NORMAL,HIGH,FALSE,?,FALSE,FALSE,LOW,LOW,FALSE
664,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,?,HIGH,FALSE,FALSE,LOW,LOW,FALSE
665,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,ZERO,FALSE
666,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,LOW,LOW,FALSE,LOW,FALSE,FALSE,NORMAL,LOW,FALSE
667,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,?,?,NORMAL,FALSE
668,FALSE,NORMAL,?,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,HIGH,FALSE
669,FALSE,NORMAL,HIGH,TRUE,HIGH,FALSE,LOW,FALSE,HIGH,NORMAL,TRUE,NORMAL,FALSE,FALSE,HIGH,LOW,FALSE
670,TRUE,LOW,LOW,FALSE,LOW,TRUE,LOW,FALSE,HIGH,NORMAL,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE
671,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,FALSE,TRUE,LOW,LOW,FALSE
672,FALSE,NORMAL,NORMAL,?,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,?
673,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,TRUE,LOW,LOW,FALSE
674,FALSE,HIGH,HIGH,TRUE,HIGH,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,?,FALSE,FALSE,NORMAL,LOW,FALSE
675,FALSE,NORMAL,NORMAL,?,NORMAL,?,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE
676,FALSE,LOW,LOW,FALSE,LOW,FALSE,NORMAL,FALSE,?,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,HIGH,FALSE
677,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,NORMAL,TRUE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE
678,FALSE,NORMAL,?,FALSE,NORMAL,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,?,LOW,FALSE
679,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,LOW,FALSE
680,?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
681,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,?,LOW,FALSE
682,FALSE,HIGH,HIGH,TRUE,HIGH,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,?,FALSE
683,FALSE,NORMAL,LOW,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,FALSE,FALSE,HIGH,HIGH,FALSE
684,FALSE,NORMAL,?,FALSE,NORMAL,FALSE,NORMAL,TRUE,NORMAL,HIGH,FALSE,HIGH,TRUE,FALSE,NORMAL,LOW,FALSE
685,FALSE,NORMAL,?,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,NORMAL,TRUE,LOW,FALSE,FALSE,HIGH,LOW,FALSE
686,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
687,FALSE,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,?,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
688,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,NORMAL,TRUE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE
689,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,?,?,FALSE,FALSE,HIGH,LOW,FALSE
690,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,NORMAL,FALSE
691,FALSE,HIGH,HIGH,TRUE,HIGH,FALSE,NORMAL,FALSE,HIGH,NORMAL,TRUE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE
692,FALSE,NORMAL,NORMAL,TRUE,NORMAL,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,TRUE,FALSE,LOW,LOW,FALSE
693,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
694,FALSE,NORMAL,HIGH,TRUE,HIGH,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
695,FALSE,NORMAL,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,FALSE,FALSE,NORMAL,LOW,FALSE
696,FALSE,NORMAL,HIGH,TRUE,HIGH,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
697,FALSE,HIGH,HIGH,TRUE,HIGH,FALSE,?,FALSE,HIGH,HIGH,FALSE,HIGH,TRUE,FALSE,HIGH,LOW,FALSE
698,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
699,FALSE,?,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,NORMAL,?,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE
700,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,?,FALSE
701,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,?,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
702,FALSE,NORMAL,LOW,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,NORMAL,FALSE,TRUE,LOW,ZERO,FALSE
703,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,?,FALSE,FALSE,HIGH,LOW,?
704,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE
705,FALSE,NORMAL,LOW,FALSE,LOW,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
706,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,FALSE,FALSE,NORMAL,LOW,FALSE
707,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,FALSE,FALSE,LOW,LOW,FALSE
708,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,TRUE
709,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,FALSE,FALSE,?,LOW,FALSE
710,?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,?,FALSE,FALSE,LOW,LOW,?
711,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,?,LOW,FALSE
712,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,LOW,LOW,FALSE,LOW,FALSE,FALSE,HIGH,LOW,FALSE
713,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,NORMAL,NORMAL,FALSE,LOW,FALSE,FALSE,HIGH,LOW,?
714,TRUE,LOW,LOW,FALSE,LOW,TRUE,?,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,?,NORMAL,LOW,FALSE
715,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,?,FALSE,FALSE,NORMAL,LOW,FALSE
716,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,?,?
717,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,FALSE,?,NORMAL,LOW,?
718,TRUE,LOW,LOW,FALSE,LOW,TRUE,LOW,FALSE,HIGH,NORMAL,TRUE,NORMAL,FALSE,?,NORMAL,?,FALSE
719,TRUE,LOW,LOW,TRUE,LOW,TRUE,LOW,FALSE,HIGH,NORMAL,TRUE,NORMAL,FALSE,FALSE,LOW,LOW,FALSE
720,FALSE,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,?,HIGH,FALSE,FALSE,NORMAL,NORMAL,FALSE
721,FALSE,HIGH,HIGH,TRUE,HIGH,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
722,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE
723,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,HIGH,NORMAL,TRUE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE
724,FALSE,HIGH,NORMAL,TRUE,HIGH,FALSE,LOW,TRUE,NORMAL,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
725,FALSE,NORMAL,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,TRUE,FALSE,HIGH,ZERO,FALSE
726,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,?,FALSE,HIGH,NORMAL,TRUE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE
727,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,TRUE,FALSE,NORMAL,LOW,FALSE
728,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,?,?,ZERO,?
729,FALSE,?,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,HIGH,?,HIGH,TRUE,?,?,LOW,FALSE
730,TRUE,LOW,LOW,FALSE,LOW,TRUE,LOW,FALSE,LOW,LOW,FALSE,LOW,FALSE,FALSE,HIGH,LOW,FALSE
731,FALSE,HIGH,HIGH,TRUE,HIGH,FALSE,LOW,FALSE,LOW,HIGH,TRUE,NORMAL,TRUE,FALSE,HIGH,LOW,FALSE
732,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
733,FALSE,HIGH,HIGH,TRUE,HIGH,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,TRUE,LOW,LOW,FALSE
734,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
735,FALSE,?,HIGH,FALSE,NORMAL,FALSE,LOW,FALSE,LOW,LOW,FALSE,LOW,FALSE,FALSE,NORMAL,ZERO,FALSE
736,FALSE,HIGH,HIGH,TRUE,HIGH,FALSE,LOW,FALSE,HIGH,NORMAL,TRUE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE
737,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,LOW,LOW,FALSE,LOW,FALSE,FALSE,HIGH,ZERO,FALSE
738,FALSE,NORMAL,NORMAL,?,NORMAL,?,NORMAL,FALSE,LOW,LOW,FALSE,LOW,FALSE,FALSE,LOW,LOW,FALSE
739,?,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,FALSE,FALSE,HIGH,LOW,FALSE
740,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
741,FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,NORMAL,FALSE,HIGH,NORMAL,TRUE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE
742,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,?,HIGH,FALSE,FALSE,LOW,LOW,FALSE
743,FALSE,NORMAL,HIGH,?,HIGH,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
744,?,HIGH,HIGH,?,HIGH,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,TRUE
745,FALSE,NORMAL,NORMAL,FALSE,?,FALSE,NORMAL,?,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,LOW,TRUE
746,FALSE,NORMAL,LOW,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,FALSE,FALSE,NORMAL,LOW,FALSE
747,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,?,FALSE,FALSE,LOW,LOW,FALSE
748,FALSE,HIGH,HIGH,TRUE,HIGH,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
749,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,?,FALSE,HIGH,FALSE,FALSE,?,LOW,FALSE
750,FALSE,NORMAL,NORMAL,?,NORMAL,FALSE,NORMAL,?,HIGH,NORMAL,TRUE,NORMAL,FALSE,FALSE,NORMAL,HIGH,?
751,FALSE,NORMAL,NORMAL,FALSE,?,FALSE,HIGH,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,ZERO,FALSE
752,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,TRUE
753,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,?,FALSE,HIGH,LOW,TRUE
754,FALSE,NORMAL,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,?,FALSE,FALSE,LOW,LOW,FALSE
755,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,FALSE,FALSE,LOW,LOW,FALSE
756,FALSE,NORMAL,HIGH,TRUE,HIGH,?,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,TRUE,FALSE,NORMAL,LOW,FALSE
757,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,LOW,FALSE
758,FALSE,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,TRUE
759,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,?,FALSE,LOW,FALSE,FALSE,NORMAL,LOW,FALSE
760,FALSE,NORMAL,LOW,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE
761,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,?,FALSE,HIGH,TRUE,FALSE,NORMAL,LOW,FALSE
762,FALSE,?,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE
763,FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,?,FALSE,LOW,LOW,FALSE,LOW,FALSE,FALSE,NORMAL,ZERO,FALSE
764,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,?,FALSE,FALSE,LOW,LOW,FALSE
765,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
766,FALSE,NORMAL,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE
767,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,?,NORMAL,ZERO,FALSE
768,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,?,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE
769,?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,FALSE,FALSE,HIGH,LOW,FALSE
770,FALSE,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,LOW,TRUE
771,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,TRUE,FALSE,HIGH,LOW,FALSE
772,FALSE,NORMAL,HIGH,TRUE,HIGH,?,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
773,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,FALSE,FALSE,NORMAL,LOW,FALSE
774,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
775,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,TRUE,NORMAL,LOW,?,LOW,FALSE,FALSE,NORMAL,LOW,FALSE
776,FALSE,NORMAL,?,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,LOW,FALSE
777,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,TRUE,LOW,LOW,FALSE,LOW,FALSE,FALSE,HIGH,LOW,FALSE
778,FALSE,?,HIGH,TRUE,HIGH,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,?,HIGH,LOW,FALSE
779,FALSE,NORMAL,LOW,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,ZERO,FALSE
780,FALSE,HIGH,HIGH,TRUE,HIGH,?,LOW,?,HIGH,HIGH,FALSE,HIGH,?,FALSE,LOW,LOW,FALSE
781,?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,?,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
782,FALSE,NORMAL,NORMAL,FALSE,?,FALSE,LOW,?,NORMAL,?,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
783,FALSE,NORMAL,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,LOW,FALSE
784,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,NORMAL,TRUE,HIGH,FALSE,FALSE,LOW,ZERO,FALSE
785,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,NORMAL,?,HIGH,LOW,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE
786,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,?,FALSE,NORMAL,?,FALSE
787,TRUE,LOW,LOW,FALSE,LOW,TRUE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,LOW,?
788,FALSE,NORMAL,NORMAL,FALSE,?,FALSE,HIGH,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,?,FALSE
789,FALSE,?,HIGH,TRUE,HIGH,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
790,FALSE,NORMAL,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,?,FALSE,FALSE,NORMAL,?,FALSE
791,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,FALSE,FALSE,HIGH,LOW,FALSE
792,FALSE,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,?,FALSE
793,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,LOW,NORMAL,TRUE,HIGH,FALSE,FALSE,HIGH,ZERO,TRUE
794,FALSE,NORMAL,LOW,?,NORMAL,FALSE,NORMAL,TRUE,NORMAL,HIGH,?,HIGH,FALSE,FALSE,HIGH,ZERO,FALSE
795,?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE
796,FALSE,NORMAL,NORMAL,?,NORMAL,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
797,FALSE,NORMAL,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE
798,FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,HIGH,?
799,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,?,FALSE,FALSE,NORMAL,LOW,FALSE
800,?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE
801,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
802,?,NORMAL,NORMAL,TRUE,NORMAL,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,LOW,FALSE
803,FALSE,HIGH,NORMAL,TRUE,HIGH,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
804,FALSE,NORMAL,?,TRUE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,LOW,FALSE
805,FALSE,HIGH,HIGH,TRUE,HIGH,FALSE,?,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE
806,FALSE,LOW,?,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
807,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,?,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,?,HIGH,?,FALSE
808,FALSE,NORMAL,HIGH,TRUE,HIGH,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE
809,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE
810,TRUE,LOW,LOW,FALSE,LOW,TRUE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,LOW,FALSE
811,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,?,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,LOW,FALSE
812,TRUE,LOW,LOW,FALSE,LOW,TRUE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,?,FALSE
813,FALSE,HIGH,HIGH,TRUE,HIGH,?,LOW,FALSE,HIGH,HIGH,?,HIGH,FALSE,?,LOW,LOW,FALSE
814,FALSE,NORMAL,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,LOW,FALSE
815,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,?,FALSE,FALSE,LOW,LOW,FALSE
816,FALSE,?,HIGH,TRUE,HIGH,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,LOW,FALSE,FALSE,HIGH,LOW,FALSE
