string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
?,NORMAL,HIGH,TRUE,HIGH,FALSE,LOW,FALSE,LOW,LOW,FALSE,LOW,FALSE,?,HIGH,LOW,?
FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,?,HIGH,?,?
FALSE,HIGH,?,FALSE,HIGH,?,NORMAL,FALSE,?,HIGH,FALSE,?,FALSE,?,HIGH,LOW,?
FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,NORMAL,FALSE,HIGH,?,?,HIGH,?,FALSE,NORMAL,LOW,FALSE
?,LOW,?,TRUE,LOW,TRUE,LOW,FALSE,?,LOW,FALSE,LOW,FALSE,FALSE,HIGH,LOW,FALSE
FALSE,HIGH,HIGH,?,?,?,?,FALSE,HIGH,?,FALSE,HIGH,?,?,NORMAL,LOW,TRUE
?,?,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,?,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,?,FALSE,LOW,LOW,FALSE
?,NORMAL,NORMAL,FALSE,?,FALSE,LOW,FALSE,?,?,FALSE,HIGH,TRUE,FALSE,NORMAL,?,FALSE
FALSE,NORMAL,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,?,FALSE,FALSE,LOW,?,FALSE
FALSE,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,?,HIGH,?,FALSE,HIGH,FALSE,FALSE,LOW,?,FALSE
FALSE,?,NORMAL,?,?,FALSE,?,?,LOW,?,FALSE,LOW,FALSE,FALSE,HIGH,LOW,?
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,HIGH,?,FALSE,HIGH,FALSE,FALSE,HIGH,?,?
FALSE,NORMAL,?,FALSE,NORMAL,FALSE,?,FALSE,LOW,LOW,FALSE,?,FALSE,FALSE,?,LOW,?
?,NORMAL,LOW,FALSE,NORMAL,FALSE,?,?,HIGH,?,FALSE,?,TRUE,FALSE,LOW,LOW,FALSE
FALSE,?,?,?,NORMAL,?,?,FALSE,HIGH,HIGH,FALSE,?,FALSE,FALSE,HIGH,LOW,FALSE
FALSE,NORMAL,?,FALSE,NORMAL,?,?,FALSE,?,HIGH,FALSE,HIGH,FALSE,FALSE,?,NORMAL,?
?,NORMAL,?,FALSE,NORMAL,?,NORMAL,FALSE,?,?,FALSE,LOW,FALSE,?,HIGH,LOW,?
FALSE,NORMAL,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,?,LOW,FALSE
FALSE,?,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,?,FALSE,HIGH,?,FALSE,NORMAL,LOW,FALSE
FALSE,?,NORMAL,FALSE,NORMAL,FALSE,NORMAL,?,HIGH,HIGH,?,HIGH,?,?,?,LOW,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,?,?,?,LOW,?,LOW,FALSE,FALSE,HIGH,LOW,FALSE
FALSE,NORMAL,?,?,NORMAL,?,?,?,HIGH,HIGH,FALSE,?,FALSE,?,?,LOW,FALSE
FALSE,?,?,?,NORMAL,?,?,FALSE,HIGH,?,?,?,FALSE,?,?,LOW,?
FALSE,NORMAL,?,?,?,FALSE,?,FALSE,HIGH,?,TRUE,NORMAL,?,?,?,LOW,?
?,?,?,?,NORMAL,?,NORMAL,FALSE,HIGH,?,FALSE,HIGH,FALSE,FALSE,?,?,FALSE
FALSE,?,?,?,LOW,?,NORMAL,?,HIGH,?,FALSE,HIGH,FALSE,FALSE,?,LOW,?
?,NORMAL,?,?,NORMAL,FALSE,NORMAL,?,?,HIGH,?,HIGH,FALSE,?,NORMAL,?,FALSE
FALSE,NORMAL,NORMAL,?,NORMAL,FALSE,NORMAL,?,NORMAL,HIGH,FALSE,?,FALSE,FALSE,HIGH,?,FALSE
TRUE,LOW,?,?,LOW,TRUE,LOW,FALSE,HIGH,?,FALSE,HIGH,FALSE,?,LOW,?,?
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,?,FALSE,LOW,LOW,FALSE,?,FALSE,?,HIGH,?,FALSE
?,NORMAL,?,FALSE,?,?,NORMAL,?,LOW,LOW,FALSE,LOW,FALSE,FALSE,HIGH,LOW,FALSE
?,LOW,LOW,?,LOW,TRUE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
TRUE,?,?,FALSE,LOW,?,NORMAL,FALSE,?,HIGH,?,HIGH,?,?,?,LOW,FALSE
?,HIGH,HIGH,TRUE,HIGH,FALSE,LOW,FALSE,HIGH,?,TRUE,NORMAL,FALSE,?,?,?,FALSE
?,NORMAL,?,?,?,FALSE,?,FALSE,HIGH,NORMAL,?,?,FALSE,FALSE,NORMAL,NORMAL,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,NORMAL,FALSE,HIGH,?,?,?,TRUE,FALSE,NORMAL,LOW,FALSE
FALSE,NORMAL,NORMAL,FALSE,?,FALSE,?,FALSE,HIGH,?,FALSE,?,FALSE,FALSE,HIGH,LOW,FALSE
FALSE,LOW,?,FALSE,LOW,?,NORMAL,?,?,HIGH,FALSE,LOW,FALSE,FALSE,?,LOW,FALSE
FALSE,NORMAL,NORMAL,?,NORMAL,FALSE,NORMAL,?,LOW,?,?,?,FALSE,?,HIGH,?,FALSE
?,NORMAL,NORMAL,?,NORMAL,?,LOW,?,?,?,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
FALSE,?,?,FALSE,LOW,FALSE,?,FALSE,?,HIGH,FALSE,?,FALSE,?,NORMAL,LOW,FALSE
?,HIGH,?,FALSE,HIGH,?,NORMAL,?,HIGH,NORMAL,?,NORMAL,?,?,NORMAL,ZERO,FALSE
FALSE,NORMAL,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,TRUE,?,NORMAL,LOW,FALSE
?,?,HIGH,TRUE,HIGH,FALSE,LOW,FALSE,HIGH,?,FALSE,HIGH,FALSE,FALSE,?,LOW,?
?,NORMAL,NORMAL,FALSE,NORMAL,?,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,?,HIGH,?
FALSE,HIGH,?,?,HIGH,FALSE,NORMAL,FALSE,?,?,FALSE,HIGH,?,FALSE,LOW,?,FALSE
FALSE,NORMAL,?,TRUE,HIGH,?,?,TRUE,?,?,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE
FALSE,NORMAL,HIGH,TRUE,HIGH,?,NORMAL,?,?,?,?,HIGH,?,?,?,LOW,?
?,HIGH,HIGH,TRUE,HIGH,?,NORMAL,FALSE,HIGH,HIGH,?,HIGH,?,?,LOW,?,?
FALSE,NORMAL,?,?,?,FALSE,?,FALSE,?,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,?
FALSE,?,NORMAL,FALSE,NORMAL,?,?,FALSE,?,LOW,FALSE,LOW,FALSE,?,HIGH,?,?
?,?,LOW,FALSE,LOW,TRUE,LOW,FALSE,LOW,LOW,TRUE,LOW,FALSE,?,HIGH,LOW,FALSE
FALSE,HIGH,?,?,HIGH,FALSE,NORMAL,?,LOW,NORMAL,TRUE,LOW,?,FALSE,HIGH,LOW,FALSE
?,LOW,LOW,?,LOW,?,?,FALSE,?,HIGH,FALSE,?,FALSE,FALSE,HIGH,?,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,NORMAL,FALSE,HIGH,?,FALSE,HIGH,FALSE,FALSE,?,?,FALSE
?,NORMAL,?,?,NORMAL,FALSE,?,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,?,?,FALSE
FALSE,NORMAL,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,LOW,?,FALSE,?,FALSE,?,HIGH,LOW,?
FALSE,?,?,FALSE,NORMAL,?,NORMAL,FALSE,HIGH,HIGH,?,HIGH,?,FALSE,HIGH,LOW,FALSE
FALSE,HIGH,HIGH,TRUE,?,FALSE,?,FALSE,?,NORMAL,?,NORMAL,FALSE,FALSE,?,LOW,?
FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,NORMAL,?,LOW,?,FALSE,LOW,FALSE,FALSE,?,?,?
?,NORMAL,?,FALSE,NORMAL,?,NORMAL,FALSE,HIGH,HIGH,FALSE,?,FALSE,FALSE,HIGH,NORMAL,FALSE
TRUE,LOW,LOW,FALSE,LOW,TRUE,?,FALSE,NORMAL,?,?,LOW,FALSE,FALSE,NORMAL,LOW,FALSE
?,?,?,?,HIGH,?,LOW,?,HIGH,NORMAL,?,?,TRUE,FALSE,HIGH,LOW,FALSE
?,NORMAL,NORMAL,FALSE,?,FALSE,?,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,HIGH,?
FALSE,?,NORMAL,FALSE,NORMAL,?,NORMAL,FALSE,HIGH,?,TRUE,?,?,FALSE,NORMAL,?,FALSE
?,?,?,?,?,FALSE,NORMAL,FALSE,?,?,FALSE,NORMAL,FALSE,FALSE,?,?,?
FALSE,NORMAL,?,TRUE,?,FALSE,NORMAL,FALSE,?,HIGH,?,?,FALSE,FALSE,?,LOW,FALSE
FALSE,NORMAL,NORMAL,TRUE,?,FALSE,NORMAL,FALSE,?,HIGH,FALSE,?,FALSE,FALSE,?,?,FALSE
FALSE,NORMAL,NORMAL,?,NORMAL,?,?,FALSE,HIGH,?,FALSE,HIGH,FALSE,FALSE,LOW,LOW,?
FALSE,?,?,TRUE,?,FALSE,?,?,HIGH,NORMAL,TRUE,?,FALSE,FALSE,?,LOW,FALSE
FALSE,HIGH,?,TRUE,HIGH,FALSE,LOW,FALSE,HIGH,NORMAL,TRUE,NORMAL,FALSE,?,NORMAL,LOW,?
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,?,?,HIGH,FALSE,?,LOW,?,FALSE
?,NORMAL,?,?,NORMAL,FALSE,NORMAL,FALSE,?,HIGH,?,HIGH,?,FALSE,NORMAL,?,FALSE
?,NORMAL,?,FALSE,NORMAL,FALSE,?,?,?,HIGH,FALSE,?,?,FALSE,HIGH,?,?
?,NORMAL,NORMAL,FALSE,?,FALSE,?,?,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,?,FALSE,LOW,?,?,HIGH,?,?,LOW,LOW,FALSE
FALSE,?,NORMAL,FALSE,?,?,NORMAL,FALSE,HIGH,HIGH,FALSE,?,FALSE,FALSE,NORMAL,LOW,FALSE
?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,HIGH,HIGH,?,?,?,?,?,LOW,FALSE
FALSE,NORMAL,?,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,?,?,LOW,LOW,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,HIGH,LOW,FALSE,HIGH,?,FALSE,NORMAL,?,FALSE
FALSE,NORMAL,?,FALSE,NORMAL,FALSE,NORMAL,FALSE,?,HIGH,?,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
FALSE,?,HIGH,?,?,?,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,?,?,LOW,LOW,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,?,FALSE,LOW,LOW,?,LOW,?,FALSE,NORMAL,HIGH,?
?,?,NORMAL,?,?,?,?,?,?,HIGH,FALSE,HIGH,?,?,?,ZERO,?
?,LOW,?,?,NORMAL,FALSE,?,FALSE,?,HIGH,FALSE,HIGH,FALSE,?,LOW,?,?
FALSE,?,NORMAL,FALSE,NORMAL,?,NORMAL,?,HIGH,HIGH,FALSE,HIGH,TRUE,FALSE,?,LOW,FALSE
FALSE,?,?,FALSE,?,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,?,?,?,?,?
?,HIGH,HIGH,TRUE,HIGH,FALSE,LOW,FALSE,HIGH,HIGH,?,HIGH,FALSE,?,NORMAL,LOW,FALSE
FALSE,?,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,?,?,FALSE,HIGH,FALSE,FALSE,LOW,?,?
TRUE,?,?,TRUE,LOW,?,LOW,?,?,HIGH,FALSE,?,?,FALSE,NORMAL,LOW,?
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,?,?,FALSE,?,FALSE,FALSE,LOW,LOW,?
FALSE,?,HIGH,TRUE,HIGH,FALSE,?,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,?,?,?,FALSE
FALSE,?,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,?,?,FALSE,?,TRUE,?,LOW,?,?
?,?,NORMAL,FALSE,?,FALSE,HIGH,?,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,LOW,TRUE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,?,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,?,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,?,?,FALSE,HIGH,FALSE,?,LOW,?,FALSE
TRUE,NORMAL,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,?,?,NORMAL,?,FALSE
TRUE,?,LOW,FALSE,?,TRUE,LOW,?,HIGH,HIGH,TRUE,NORMAL,?,FALSE,NORMAL,LOW,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,NORMAL,FALSE,?,NORMAL,?,NORMAL,FALSE,FALSE,?,LOW,?
?,?,?,?,NORMAL,?,NORMAL,?,?,HIGH,FALSE,HIGH,TRUE,FALSE,HIGH,LOW,?
?,NORMAL,NORMAL,?,NORMAL,?,NORMAL,FALSE,?,NORMAL,TRUE,NORMAL,FALSE,FALSE,LOW,?,FALSE
FALSE,NORMAL,?,FALSE,NORMAL,FALSE,NORMAL,?,?,HIGH,?,HIGH,FALSE,FALSE,?,LOW,FALSE
FALSE,?,NORMAL,FALSE,?,?,NORMAL,?,HIGH,HIGH,?,HIGH,FALSE,?,?,LOW,FALSE
?,NORMAL,?,FALSE,NORMAL,FALSE,NORMAL,?,HIGH,HIGH,FALSE,?,TRUE,?,NORMAL,LOW,FALSE
FALSE,NORMAL,?,FALSE,?,FALSE,NORMAL,FALSE,HIGH,?,?,HIGH,?,FALSE,?,?,FALSE
FALSE,NORMAL,?,?,?,?,NORMAL,?,HIGH,?,FALSE,HIGH,?,?,LOW,LOW,FALSE
FALSE,NORMAL,NORMAL,?,NORMAL,FALSE,NORMAL,FALSE,HIGH,NORMAL,TRUE,NORMAL,FALSE,FALSE,HIGH,?,TRUE
FALSE,?,?,FALSE,?,?,NORMAL,FALSE,?,?,?,HIGH,FALSE,FALSE,LOW,LOW,?
FALSE,NORMAL,NORMAL,?,NORMAL,FALSE,NORMAL,FALSE,?,?,FALSE,HIGH,FALSE,FALSE,?,?,FALSE
FALSE,?,?,FALSE,NORMAL,FALSE,?,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,?,LOW,FALSE
?,NORMAL,?,FALSE,NORMAL,?,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,?,?,?,LOW,FALSE
FALSE,?,NORMAL,?,NORMAL,FALSE,?,TRUE,NORMAL,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
?,?,NORMAL,FALSE,NORMAL,FALSE,?,FALSE,?,?,?,HIGH,FALSE,FALSE,LOW,LOW,?
FALSE,LOW,LOW,FALSE,LOW,?,NORMAL,?,LOW,LOW,FALSE,LOW,?,?,HIGH,?,FALSE
FALSE,?,HIGH,?,HIGH,FALSE,LOW,FALSE,?,HIGH,FALSE,?,FALSE,FALSE,?,?,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,?,?,LOW,?,?,FALSE,FALSE,LOW,LOW,FALSE
FALSE,NORMAL,NORMAL,?,NORMAL,FALSE,?,FALSE,HIGH,HIGH,?,?,FALSE,FALSE,HIGH,LOW,?
FALSE,NORMAL,NORMAL,?,NORMAL,FALSE,?,FALSE,?,?,FALSE,HIGH,FALSE,?,HIGH,LOW,FALSE
?,?,?,?,NORMAL,?,NORMAL,?,LOW,?,TRUE,?,FALSE,FALSE,NORMAL,NORMAL,FALSE
?,?,NORMAL,FALSE,NORMAL,FALSE,NORMAL,TRUE,?,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,?
?,NORMAL,?,?,NORMAL,FALSE,NORMAL,?,?,?,?,HIGH,FALSE,?,LOW,?,FALSE
FALSE,HIGH,HIGH,TRUE,HIGH,FALSE,LOW,?,LOW,NORMAL,?,HIGH,FALSE,FALSE,HIGH,LOW,?
FALSE,NORMAL,NORMAL,?,?,?,?,FALSE,HIGH,?,FALSE,HIGH,?,FALSE,LOW,NORMAL,FALSE
FALSE,NORMAL,LOW,FALSE,NORMAL,?,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,?,FALSE,NORMAL,?,?
FALSE,NORMAL,?,FALSE,NORMAL,?,NORMAL,FALSE,HIGH,NORMAL,TRUE,NORMAL,FALSE,?,HIGH,LOW,FALSE
?,NORMAL,HIGH,?,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,NORMAL,FALSE
FALSE,LOW,LOW,FALSE,?,FALSE,?,FALSE,HIGH,?,?,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,NORMAL,FALSE,HIGH,HIGH,FALSE,?,FALSE,FALSE,HIGH,?,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,?,FALSE,FALSE,HIGH,LOW,FALSE
FALSE,HIGH,HIGH,?,HIGH,?,?,FALSE,HIGH,HIGH,FALSE,?,?,FALSE,?,?,?
FALSE,NORMAL,NORMAL,FALSE,?,FALSE,?,FALSE,HIGH,?,FALSE,HIGH,?,?,NORMAL,LOW,FALSE
FALSE,?,HIGH,TRUE,HIGH,FALSE,NORMAL,FALSE,?,HIGH,FALSE,?,FALSE,FALSE,HIGH,LOW,FALSE
FALSE,NORMAL,?,?,NORMAL,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,?,FALSE,NORMAL,LOW,FALSE
?,NORMAL,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,HIGH,HIGH,?,HIGH,FALSE,?,NORMAL,?,FALSE
?,NORMAL,?,FALSE,?,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,?,FALSE,FALSE,NORMAL,LOW,FALSE
FALSE,NORMAL,NORMAL,?,NORMAL,FALSE,?,FALSE,?,HIGH,FALSE,?,?,FALSE,NORMAL,?,FALSE
?,NORMAL,?,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,?,?,HIGH,?,FALSE,NORMAL,LOW,FALSE
FALSE,?,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,?,?,FALSE,FALSE,NORMAL,?,?
TRUE,LOW,LOW,FALSE,LOW,TRUE,LOW,FALSE,?,HIGH,FALSE,?,FALSE,FALSE,LOW,LOW,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,?,FALSE,HIGH,HIGH,?,HIGH,TRUE,?,NORMAL,LOW,?
?,NORMAL,NORMAL,FALSE,?,?,NORMAL,FALSE,?,?,FALSE,HIGH,FALSE,FALSE,LOW,LOW,?
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,?,?,?,HIGH,FALSE,FALSE,?,?,FALSE
?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,?,?,HIGH,?,FALSE,HIGH,?,FALSE,?,?,FALSE
FALSE,NORMAL,NORMAL,?,NORMAL,FALSE,NORMAL,FALSE,?,?,?,HIGH,FALSE,FALSE,NORMAL,?,?
FALSE,NORMAL,?,FALSE,LOW,FALSE,NORMAL,FALSE,HIGH,?,FALSE,HIGH,FALSE,?,LOW,LOW,TRUE
FALSE,NORMAL,?,FALSE,NORMAL,?,LOW,TRUE,NORMAL,HIGH,FALSE,HIGH,FALSE,?,HIGH,LOW,FALSE
FALSE,LOW,NORMAL,?,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,?,FALSE,?,LOW,LOW,?
?,HIGH,LOW,?,LOW,TRUE,LOW,FALSE,HIGH,?,FALSE,HIGH,FALSE,FALSE,?,LOW,FALSE
FALSE,LOW,?,?,NORMAL,FALSE,?,FALSE,?,HIGH,?,HIGH,FALSE,?,LOW,?,?
FALSE,NORMAL,HIGH,TRUE,?,FALSE,LOW,FALSE,HIGH,HIGH,?,HIGH,?,FALSE,HIGH,?,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,NORMAL,?,?,LOW,FALSE,LOW,?,FALSE,?,LOW,FALSE
FALSE,NORMAL,NORMAL,?,NORMAL,FALSE,?,?,HIGH,?,?,HIGH,?,?,?,HIGH,FALSE
FALSE,?,NORMAL,FALSE,NORMAL,FALSE,?,FALSE,?,HIGH,FALSE,HIGH,FALSE,FALSE,?,LOW,?
?,NORMAL,NORMAL,?,NORMAL,FALSE,?,FALSE,HIGH,HIGH,FALSE,?,?,?,HIGH,LOW,FALSE
FALSE,?,NORMAL,?,NORMAL,FALSE,NORMAL,FALSE,?,?,FALSE,LOW,FALSE,FALSE,?,?,FALSE
FALSE,NORMAL,NORMAL,FALSE,?,?,LOW,FALSE,?,?,FALSE,?,FALSE,FALSE,LOW,LOW,FALSE
FALSE,NORMAL,?,?,NORMAL,FALSE,NORMAL,FALSE,?,HIGH,FALSE,?,FALSE,FALSE,?,LOW,FALSE
FALSE,?,?,TRUE,HIGH,?,?,FALSE,HIGH,?,?,?,FALSE,FALSE,?,LOW,FALSE
FALSE,HIGH,HIGH,?,HIGH,FALSE,LOW,?,HIGH,HIGH,FALSE,HIGH,?,FALSE,NORMAL,LOW,FALSE
?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,?,HIGH,HIGH,FALSE,HIGH,?,?,NORMAL,LOW,?
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,HIGH,?,?,FALSE,FALSE,HIGH,ZERO,FALSE
?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,TRUE,?,?,?,LOW,FALSE,FALSE,HIGH,LOW,FALSE
FALSE,?,NORMAL,FALSE,NORMAL,FALSE,?,FALSE,HIGH,?,FALSE,?,TRUE,FALSE,HIGH,LOW,FALSE
?,HIGH,HIGH,TRUE,HIGH,FALSE,NORMAL,FALSE,?,?,?,HIGH,TRUE,FALSE,NORMAL,LOW,?
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,?,HIGH,?,?,?,FALSE,?,LOW,?
?,NORMAL,NORMAL,?,?,FALSE,NORMAL,FALSE,NORMAL,?,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE
FALSE,?,NORMAL,FALSE,?,FALSE,?,FALSE,?,?,?,HIGH,?,FALSE,HIGH,?,?
TRUE,LOW,?,?,LOW,TRUE,?,FALSE,?,?,?,?,FALSE,FALSE,LOW,?,?
?,HIGH,NORMAL,?,?,FALSE,?,FALSE,?,?,?,HIGH,FALSE,?,HIGH,NORMAL,FALSE
FALSE,?,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,HIGH,?,FALSE,HIGH,FALSE,FALSE,HIGH,?,?
?,NORMAL,?,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,NORMAL,TRUE,?,?,FALSE,LOW,LOW,FALSE
FALSE,?,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,?,FALSE,?,LOW,LOW,?
FALSE,NORMAL,NORMAL,?,NORMAL,FALSE,?,?,HIGH,?,FALSE,HIGH,TRUE,FALSE,?,?,FALSE
?,NORMAL,?,TRUE,HIGH,?,NORMAL,?,?,HIGH,?,HIGH,?,?,NORMAL,LOW,FALSE
FALSE,?,NORMAL,?,NORMAL,FALSE,NORMAL,FALSE,HIGH,?,?,HIGH,TRUE,FALSE,NORMAL,HIGH,FALSE
FALSE,HIGH,NORMAL,FALSE,?,FALSE,?,FALSE,LOW,LOW,FALSE,LOW,FALSE,FALSE,?,?,?
FALSE,NORMAL,LOW,FALSE,NORMAL,FALSE,NORMAL,?,LOW,HIGH,?,?,FALSE,FALSE,HIGH,LOW,?
?,NORMAL,HIGH,?,HIGH,FALSE,NORMAL,FALSE,?,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,?,FALSE
FALSE,NORMAL,?,?,?,FALSE,NORMAL,FALSE,?,HIGH,FALSE,LOW,FALSE,?,LOW,LOW,FALSE
FALSE,?,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,?,HIGH,?,HIGH,FALSE,?,?,?,?
?,LOW,LOW,?,LOW,FALSE,?,TRUE,?,HIGH,?,HIGH,FALSE,?,LOW,LOW,?
FALSE,?,?,?,NORMAL,FALSE,?,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,?
FALSE,?,?,FALSE,NORMAL,FALSE,HIGH,?,LOW,LOW,FALSE,LOW,?,?,NORMAL,?,?
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,?,?,LOW,LOW,FALSE
?,?,NORMAL,FALSE,?,FALSE,?,?,?,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,?,?
?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,?,?,HIGH,?,HIGH,FALSE,FALSE,LOW,LOW,FALSE
FALSE,HIGH,HIGH,?,?,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,LOW,?
TRUE,LOW,LOW,?,LOW,TRUE,?,FALSE,HIGH,?,FALSE,?,FALSE,?,HIGH,LOW,FALSE
FALSE,NORMAL,?,FALSE,?,?,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,?,?,FALSE
FALSE,HIGH,?,?,HIGH,FALSE,NORMAL,FALSE,HIGH,NORMAL,TRUE,?,FALSE,FALSE,HIGH,LOW,FALSE
FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,?,HIGH,HIGH,FALSE,HIGH,?,FALSE,HIGH,HIGH,FALSE
TRUE,?,LOW,FALSE,LOW,?,LOW,FALSE,HIGH,HIGH,FALSE,LOW,FALSE,FALSE,NORMAL,LOW,FALSE
FALSE,?,NORMAL,?,NORMAL,FALSE,?,?,?,HIGH,FALSE,HIGH,FALSE,FALSE,?,?,FALSE
FALSE,?,?,FALSE,?,FALSE,NORMAL,FALSE,HIGH,HIGH,?,HIGH,?,FALSE,NORMAL,LOW,FALSE
FALSE,HIGH,HIGH,TRUE,HIGH,FALSE,?,FALSE,?,HIGH,?,?,FALSE,FALSE,?,LOW,?
?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,?,?,FALSE,?,FALSE,?,HIGH,?,FALSE
